id,Phrase,Anchor_or_Target
17763,metatarsal_respectively,target
17764,metatarsal_toes,target
17765,metatarsus,target
17766,metatarsus_bone,target
17767,phalanges,target
17768,phalanges_of_the_toes,target
17769,rigid_tissue,target
17770,skeleton_system,target
17771,tarsal_bones,target
17772,ticketing_system,target
17773,toe,target
17774,toes,target
17775,toes_bones,target
17776,attachment_of_ligaments,target
17777,bone_drawings,target
17778,bone_spine,target
17779,bones,target
17780,bones_sizes,target
17781,convex_long_bones,target
17782,degree,target
17783,feet_bones,target
17784,human_bone,target
17785,human_bones,target
17786,intermediate_bones,target
17787,meta_data_for_analysis,target
17788,metamorphic_rock,target
17789,metatarsal_sizes,target
17790,sizes,target
17791,skeleton_of_foot,target
17792,spinal_drawings,target
17793,vertebrae,target
17794,1_amino_2_methoxyethane,target
17795,1_methoxy_2_aminoethane,target
17796,2_aminoethyl_methyl_ether,target
17797,2_methoxy_1_ethanamine,target
17798,2_methoxyethanamine,target
17799,amine_compound,target
17800,aminoethyl_methyl_ether,target
17801,butane,target
17802,ch3och2ch2nh2,target
17803,equivalents,target
17804,ethanamine_2_methoxy,target
17805,ethers,target
17806,mammals,target
17807,metal_electrode,target
17808,metal_plate,target
17809,metal_rod,target
17810,methoxy_compound,target
17811,milk,target
17812,oxygen_atom_with_alkyl,target
17813,additional_compartments,target
17814,additional_containers,target
17815,bevel_wheel_differential_gear,target
17816,chamber_system,target
17817,compartments,target
17818,containment_compartments,target
17819,containment_containers,target
17820,interconnected_microchannels,target
17821,micro_usb,target
17822,microboxes,target
17823,microchambers,target
17824,microchannel_network,target
17825,microcontainer,target
17826,microfluidic_chambers,target
17827,microvascular_angina,target
17828,microvascular_blood,target
17829,microvascular_endothelial_cells,target
17830,overdrive_with_four_forward_gears,target
17831,practical_variation,target
17832,process_compartments,target
17833,simple_portion,target
17834,slip_free_anchoring,target
17835,cd_patients,target
17836,cd_samples,target
17837,micro_chambers,target
17838,micro_channels,target
17839,patients,target
17840,regions,target
17841,wells,target
17842,generating_devices,target
17843,generating_elements,target
17844,generation_assemblies,target
17845,generation_devices,target
17846,generation_electrodes,target
17847,generation_elements,target
17848,generators,target
17849,inhaler_spacer,target
17850,main_microchannel,target
17851,micro_center,target
17852,micro_finance,target
17853,microchannel,target
17854,microfluidic_chamber,target
17855,microfluidic_networks,target
17856,microorganisms,target
17857,microscope,target
17858,microvessels,target
17859,mounting_board,target
17860,processing_chambers,target
17861,processing_passage,target
17862,source_assemblies,target
17863,thin_passages,target
17864,after,target
17865,alteration,target
17866,altered_before_use,target
17867,associated_change,target
17868,associated_modification,target
17869,before,target
17870,best_before_use,target
17871,bike_modification,target
17872,change_before_use,target
17873,change_before_using,target
17874,modified,target
17875,modified_before_use,target
17876,modify_before_using,target
17877,modify_by_use,target
17878,modify_for_use,target
17879,modifying_before_use,target
17880,use,target
17881,use_dustbin,target
17882,use_machines,target
17883,absorption,target
17884,absorption_rate,target
17885,desorption_rate,target
17886,dry_material,target
17887,encoding_rate,target
17888,flow_rate,target
17889,heat_absorption,target
17890,humectant,target
17891,humidity,target
17892,humidity_absorbing,target
17893,humidity_absorption_rate,target
17894,hygroscopic_substance,target
17895,infection_rate,target
17896,light_absorption_rate,target
17897,moisture_absorption,target
17898,moisture_adsorption_rate,target
17899,moisture_meter,target
17900,moisture_soaking_rate,target
17901,moisture_vapor_transmission_rate,target
17902,moisture_vapour_transmission_rate,target
17903,specific_absorption_rate,target
17904,water_absorbed_rate,target
17905,water_absorption_rate,target
17906,water_vapour,target
17907,aforementioned_moisture_proof_film,target
17908,aforementioned_moisture_proof_films,target
17909,aforementioned_moisture_the_film,target
17910,aforementioned_moisture_the_films,target
17911,aforementioned_proof_film,target
17912,aforementioned_proof_films,target
17913,aforementioned_the_film,target
17914,film_video,target
17915,gate_film,target
17916,gate_substrate,target
17917,light_conductive_film,target
17918,light_conductive_layer,target
17919,light_functional_film,target
17920,light_functional_layer,target
17921,light_insulating_film,target
17922,light_insulating_substrate,target
17923,liquid_conductive_film,target
17924,liquid_conductive_layer,target
17925,liquid_functional_film,target
17926,liquid_functional_layer,target
17927,moisture_barrier_film,target
17928,moisture_impermeable_film,target
17929,moisture_permeable_film,target
17930,moisture_proof,target
17931,moisture_proof_barrier,target
17932,moisture_proof_films,target
17933,moisture_proof_layer,target
17934,moisture_proof_seal,target
17935,moisture_proofing_film,target
17936,moisture_protective_film,target
17937,moisture_repellent_membrane,target
17938,moisture_resistant_film,target
17939,moistureproof_film,target
17940,moisturizer,target
17941,plastic_film,target
17942,polarizing_film,target
17943,polarizing_layer,target
17944,proof_film,target
17945,proof_stress,target
17946,proofreading,target
17947,protected_film,target
17948,protective_film,target
17949,protective_layer,target
17950,resin_protection_layer,target
17951,resistive_film,target
17952,resistive_layer,target
17953,silicon_resin_film,target
17954,substrate_insulating_film,target
17955,transparent_moisture_proof_film,target
17956,transparent_moisture_proof_films,target
17957,transparent_moisture_the_film,target
17958,transparent_moisture_the_films,target
17959,transparent_proof_film,target
17960,transparent_proof_films,target
17961,transparent_the_film,target
17962,water_barrier_material,target
17963,water_proof_film,target
17964,water_proof_films,target
17965,water_resistant_film,target
17966,waterproof_film,target
17967,waterproofing_layer,target
17968,monocrystalline_compound_semiconductor,target
17969,amorphous_semiconductive,target
17970,amorphous_semiconductor,target
17971,amorphous_alloy_material,target
17972,amorphous_iron_core,target
17973,amorphous_structure,target
17974,electronics_chip,target
17975,intrinsic_semiconductor,target
17976,mono_c_si,target
17977,mono_si,target
17978,monocrystalline_diamonds,target
17979,monocrystalline_semiconductor_layer,target
17980,monocrystalline_semiconductor_material,target
17981,monocrystalline_semiconductor_materials,target
17982,monocrystalline_silicon,target
17983,monocrystalline_silicon_wafer,target
17984,non_monocrystalline_semiconductor,target
17985,sci_fi_device,target
17986,semiconductor_companies,target
17987,semiconductor_shortage,target
17988,semiconductor_stocks,target
17989,silicon_heat_shrink_material,target
17990,single_crystal_silicon_semiconductor,target
17991,copper_crystal,target
17992,crystal_form,target
17993,crystal_jewellery,target
17994,crystal_lattice,target
17995,crystal_oscillator,target
17996,crystalline_semiconductor_substrate,target
17997,many_crystallites,target
17998,mono_act,target
17999,monocrystalline_semiconductor_wafer,target
18000,polycrystalline_semiconductor,target
18001,semi_automatic_machine,target
18002,semi_crystalline_silicon,target
18003,silicon_bulk_substrate,target
18004,single_crystal,target
18005,single_crystal_semiconductor,target
18006,single_crystal_semiconductor_material,target
18007,single_crystal_silicon_cells,target
18008,solar_photovoltaic_cells,target
18009,amine_and_ether_functional_groups,target
18010,diethylene_imidoxide,target
18011,diethylenimide_oxide,target
18012,heterocyclic_ring,target
18013,moradabad,target
18014,morning,target
18015,morphing,target
18016,morphle_toys,target
18017,morpho_device,target
18018,morpholine,target
18019,morphology,target
18020,och2ch22nh,target
18021,organic_chemical_compound,target
18022,pyr_quinazolin,target
18023,quinazolin,target
18024,tetrahydro_14_oxazine,target
18025,14_oxazinane,target
18026,diethylene_oximide,target
18027,inorganic_oxides,target
18028,menstrual_cycle,target
18029,ochchnh,target
18030,silicon_oxide,target
18031,arrange_on_cylinders,target
18032,clamp_on_cylinders,target
18033,eye_cylinder_power,target
18034,floor_mount,target
18035,foam_cylinder,target
18036,imprinting_cylinder,target
18037,mount_between_cylinders,target
18038,mount_on_cylinders,target
18039,mount_on_hydraulic_cylinders,target
18040,mount_theory,target
18041,mounting_assembly,target
18042,mounting_on_cylinders,target
18043,mounting_system,target
18044,nessler_cylinder,target
18045,normal_cylindrical_power,target
18046,printing_of_strips,target
18047,printing_transfer_roll,target
18048,rotary_printing_press,target
18049,rotary_printing_presses,target
18050,set_up_on_cylinders,target
18051,support_on_cylinders,target
18052,mount_in_cylinders,target
18053,actuating_mechanism,target
18054,limiting_ranges,target
18055,limiting_reagents,target
18056,migrating_to_range,target
18057,move_in_range,target
18058,move_over_range,target
18059,move_range_to_array,target
18060,move_through_range,target
18061,move_to_range_excel,target
18062,move_within_range,target
18063,moving_to_range,target
18064,non_linear_actuators,target
18065,prevent_motion,target
18066,range_rover,target
18067,ranger_cycle,target
18068,servomotor_arrangement,target
18069,stop_moving,target
18070,switching_to_range,target
18071,transfer_certificate,target
18072,transferring_to_range,target
18073,transmission_range,target
18074,true_limit,target
18075,concrete_blocks,target
18076,conglomerate_stone,target
18077,left_eye_pain,target
18078,left_leg,target
18079,left_side_chest_pain,target
18080,move,target
18081,move_applications,target
18082,move_command,target
18083,move_in_left_direction,target
18084,move_to_left,target
18085,move_to_right,target
18086,move_toward_left,target
18087,move_towards_left,target
18088,move_towards_left_side,target
18089,move_towards_right,target
18090,movement_towards_left,target
18091,moving_towards_direction,target
18092,moving_towards_left,target
18093,sand_block_making_device,target
18094,shift_towards_left,target
18095,towards_payments,target
18096,travel_towards_left,target
18097,advancing_in_left_direction,target
18098,both_sides,target
18099,directed_towards_left,target
18100,direction,target
18101,every_direction,target
18102,flow_towards_left,target
18103,left_behind,target
18104,left_brain,target
18105,left_hand,target
18106,left_side,target
18107,leftward_flow,target
18108,leftward_movement,target
18109,movement_disorders,target
18110,movie_times,target
18111,moving_in_left_direction,target
18112,smooth_move,target
18113,trannsport_in_left_direction,target
18114,axes,target
18115,compass_directions_degrees,target
18116,direction_system,target
18117,directions,target
18118,drive_face,target
18119,drive_member,target
18120,economic_movement,target
18121,geographic_directions,target
18122,guide_face,target
18123,guide_member,target
18124,heat_pipe,target
18125,high_alloyed_steel,target
18126,linear_actuators,target
18127,machining_axes,target
18128,machining_tools,target
18129,map_directions_compass,target
18130,metallic_weld_connections,target
18131,move_directions,target
18132,movement_direction,target
18133,movement_frequencies,target
18134,movement_paths,target
18135,movements,target
18136,movements_direction,target
18137,movements_directions,target
18138,movements_of_the_earth,target
18139,moving_directions,target
18140,structural_frame,target
18141,tools,target
18142,travel_directions,target
18143,vibration,target
18144,vibration_characteristics,target
18145,vibration_frequencies,target
18146,vibrations,target
18147,working_axes,target
18148,working_tools,target
18149,automobile_passenger_seat,target
18150,blood_flow_direction_in_human_body,target
18151,directional_movement,target
18152,directions_for_the_movement,target
18153,directions_of_the_communication,target
18154,directions_types,target
18155,directive_principles,target
18156,displacement,target
18157,driven_wheel_of_vehicle,target
18158,identities,target
18159,inflatable_curtain_module_for_use_in_a_vehicle,target
18160,manoeuvre_directions,target
18161,motion_directions,target
18162,movie,target
18163,moving_operation,target
18164,orthogonal_axial_directions,target
18165,predetermined_moving_direction,target
18166,relative,target
18167,stages,target
18168,transport_allowance,target
18169,types,target
18170,wireless_network_directions,target
18171,big_data,target
18172,command,target
18173,communication_channel,target
18174,configuration_information,target
18175,control_information,target
18176,data_entry,target
18177,data_entry_job,target
18178,data_multiplexing_unit,target
18179,demodulated_data,target
18180,demultiplexer,target
18181,message_signal,target
18182,multiplex,target
18183,multiplex_data,target
18184,multiplex_date,target
18185,multiplexed,target
18186,multiplexed_carrier,target
18187,multiplexed_data_bus,target
18188,multiplexed_data_carrier,target
18189,multiplexed_data_stream,target
18190,multiplexed_date,target
18191,multiplexed_display,target
18192,multiplexed_information,target
18193,multiplexed_signal,target
18194,multiplexing_unit,target
18195,tdm,target
18196,time_division_multiplexed_data,target
18197,transmission_data_multiplexer,target
18198,transmission_service_multiplexer,target
18199,control_data,target
18200,data_multiplexed,target
18201,multiplex_signal,target
18202,broadcast_demultiplexer,target
18203,code,target
18204,data_handling,target
18205,data_warehousing,target
18206,demux_processors,target
18207,digital_baseband_data,target
18208,digital_baseband_signal,target
18209,digital_data,target
18210,digital_signal,target
18211,multiplex_bit,target
18212,multiplex_data_bit,target
18213,multiplex_digital_bit,target
18214,multiplex_digital_data,target
18215,multiplexed_bit,target
18216,multiplexed_communication_data,target
18217,multiplexed_communication_signal,target
18218,multiplexed_data_bit,target
18219,multiplexed_data_exchanges,target
18220,multiplexed_data_generation,target
18221,multiplexed_data_packet_stream,target
18222,multiplexed_digital_bit,target
18223,multiplexed_digital_data,target
18224,multiplexed_digital_signal,target
18225,packet_data,target
18226,signal_demultiplexer,target
18227,time_multiplexed_data,target
18228,transmission_baseband_data,target
18229,transmission_baseband_signal,target
18230,transmission_code,target
18231,transmission_data,target
18232,transmission_digital_data,target
18233,transmission_digital_signal,target
18234,transmission_signal,target
18235,door_nails,target
18236,double_roller_hot_press_tube,target
18237,nail_art_device,target
18238,nail_flat_bars,target
18239,nail_holder_strip,target
18240,nail_insertion_machine,target
18241,nail_polish,target
18242,nail_rack,target
18243,nail_striping,target
18244,nail_strips,target
18245,plastic_nail_strip,target
18246,sealing_layer,target
18247,strip_function,target
18248,strip_light,target
18249,strip_nail_machine,target
18250,strip_of_nails,target
18251,strips_system,target
18252,useful_strip,target
18253,valuable_strip,target
18254,artificial_stone,target
18255,hopper_with_measuring_guide,target
18256,nail,target
18257,nail_carrying_strip,target
18258,nail_enamel_strip,target
18259,nail_paint_composition,target
18260,nail_shanks,target
18261,nail_strip,target
18262,nail_strip_formation,target
18263,nail_strip_generation,target
18264,nailing_strip,target
18265,pottery_tool,target
18266,strip_farming,target
18267,strip_programming,target
18268,textured_surface,target
18269,toe_nails,target
18270,cathode_collector,target
18271,charge_collector,target
18272,charge_flow,target
18273,charged_electrode,target
18274,collect_network,target
18275,collector,target
18276,collects_the_electrons,target
18277,copper_foil_current_collector,target
18278,current_flow,target
18279,data_to_collect,target
18280,district_collector,target
18281,dust_collect,target
18282,electric_cell,target
18283,electric_current_collectors,target
18284,electron_collector,target
18285,flow_of_charge,target
18286,form_on_negative_electrode_current_collector,target
18287,negative_charge,target
18288,negative_charge_collector,target
18289,negative_charge_flow,target
18290,negative_collector_material,target
18291,negative_current_collector,target
18292,negative_current_material,target
18293,negative_electrode_collector,target
18294,negative_electrode_current_collector,target
18295,positive_collector,target
18296,positive_collector_material,target
18297,positive_current_collector,target
18298,positive_current_material,target
18299,silicon_insulating,target
18300,ticket_collector,target
18301,acquire_load_information,target
18302,associated_load_information,target
18303,associated_load_os,target
18304,associated_network_information,target
18305,associated_network_load_information,target
18306,associated_traffic_information,target
18307,base_information,target
18308,base_load,target
18309,base_load_information,target
18310,base_on_load_information,target
18311,base_station,target
18312,base_station_information,target
18313,base_station_load,target
18314,base_station_load_information,target
18315,chemical_reaction_network,target
18316,congestion_data,target
18317,congestion_information,target
18318,congestion_load_information,target
18319,friends_network,target
18320,information_of_network_load,target
18321,load_information,target
18322,load_network,target
18323,load_of_network_traffic,target
18324,load_status_information,target
18325,load_the_vehicle,target
18326,mesh_network_load_data,target
18327,mutual_information,target
18328,network_congestion_data,target
18329,network_congestion_information,target
18330,network_identification_information,target
18331,network_information,target
18332,network_least_congestion_information,target
18333,network_load,target
18334,network_load_balancers,target
18335,network_load_balancing,target
18336,network_load_data,target
18337,network_load_os,target
18338,network_of_information,target
18339,network_of_load,target
18340,network_performance_information,target
18341,network_routers,target
18342,network_station,target
18343,network_station_information,target
18344,network_station_load,target
18345,network_station_load_information,target
18346,network_topology_information,target
18347,network_traffic_across_servers,target
18348,network_traffic_congestion_data,target
18349,network_traffic_congestion_information,target
18350,network_traffic_information,target
18351,network_traffic_load_data,target
18352,network_traffic_load_information,target
18353,network_traffic_os,target
18354,network_usage_information,target
18355,nlb,target
18356,number_load,target
18357,number_load_information,target
18358,number_of_information,target
18359,private_load_balancers,target
18360,receive_load_information,target
18361,secret_information,target
18362,signaling_load,target
18363,statistical_data,target
18364,statistical_information,target
18365,system_load_information,target
18366,traffic_congestion_data,target
18367,traffic_congestion_information,target
18368,upset_load_carriers,target
18369,upset_load_mode,target
18370,vehicle_load,target
18371,axons_stimulation,target
18372,cable_like_bundle,target
18373,deliver_neural_stimulation,target
18374,electrical_stimulation,target
18375,nerve_stimulation,target
18376,nervous_systemstimulation,target
18377,neural_communication,target
18378,neural_control,target
18379,neural_nerve,target
18380,neural_stimulation_device,target
18381,neural_stimulation_signal,target
18382,neural_stimulation_therapy,target
18383,neural_tube,target
18384,neuromodulation,target
18385,neuromuscular_electrical_stimulation,target
18386,neurostimulator,target
18387,peripheral_nervous_system,target
18388,pulses,target
18389,simulated_neural_networks,target
18390,stimulation_machine,target
18391,transmit_signal,target
18392,anti_stimulant_composition,target
18393,convolutional_neural_network,target
18394,de_energize_electronic_components,target
18395,de_energize_the_laser,target
18396,electrical_nerve_stimulation,target
18397,electrical_therapy,target
18398,implant_control,target
18399,implantable_control,target
18400,neural_signal,target
18401,neural_stimulation_parameters,target
18402,neural_stimulator,target
18403,neural_stimuli,target
18404,neurological_stimulation,target
18405,neuroscience,target
18406,quantum_simulation,target
18407,reinforced_neural_network,target
18408,simulation_hypothesis,target
18409,stimulation,target
18410,stimulation_signal,target
18411,stimulation_sites,target
18412,tissue_stimulation,target
18413,bloom_continuously,target
18414,blooming_freely,target
18415,characterize_by_freely_flowering_habit,target
18416,flower_formation,target
18417,flower_mushroom,target
18418,flowering,target
18419,flowering_continuously,target
18420,flowering_plant,target
18421,flowering_season,target
18422,free_recharge,target
18423,free_tickets,target
18424,freely_falling,target
18425,freely_flowering,target
18426,freely_flowering_habit,target
18427,freely_moving,target
18428,growing_flowers,target
18429,new,target
18430,new_flowers,target
18431,new_freely,target
18432,new_users,target
18433,plant_flower,target
18434,plant_leaf,target
18435,plant_root,target
18436,uncontrolled_flowering,target
18437,collections_of_fine_sheets,target
18438,cubic,target
18439,ethanol_induced_non_lamellar_phases,target
18440,hexagonal,target
18441,hydrophilic,target
18442,hydrophobic,target
18443,lamellae,target
18444,lamellar,target
18445,molecules,target
18446,non_lamellar_phases_in_phospholipids,target
18447,non_metal,target
18448,non_microstructure,target
18449,non_refundable,target
18450,non_renewable_resource,target
18451,non_toxic,target
18452,plate_or_flake,target
18453,secondary_lipid_structures,target
18454,spherical,target
18455,surface_chemistry,target
18456,benzene_compound,target
18457,carbon_tetrachloride,target
18458,carrying_an_electric_charge,target
18459,chloroform,target
18460,diethyl_ether,target
18461,food_mixture,target
18462,free_to_move_particle,target
18463,ink_of_carrier,target
18464,ink_of_the_carrier,target
18465,ink_the_carrier,target
18466,liquid_carrier,target
18467,metal_mixture,target
18468,miscible,target
18469,miscible_mixtures,target
18470,non_aqueous_carrier,target
18471,non_carrier,target
18472,non_compliance,target
18473,non_conductive_carrier,target
18474,non_renewable,target
18475,non_veg,target
18476,polar_carrier,target
18477,quasiparticle_movement,target
18478,solid_state_physic,target
18479,solution_a_carrier,target
18480,solution_of_a_carrier,target
18481,solution_of_the_carrier,target
18482,solution_the_carrier,target
18483,solvent_a_carrier,target
18484,solvent_carrier,target
18485,solvent_of_a_carrier,target
18486,solvent_of_carrier,target
18487,solvent_of_the_carrier,target
18488,solvent_the_carrier,target
18489,supercritical_fluid,target
18490,thinning_agents,target
18491,generally_parallel,target
18492,generally_perpendicular,target
18493,nonorthogonal,target
18494,substantially_parallel,target
18495,substantially_perpendicular,target
18496,collinear_diagrams,target
18497,collinear_formula,target
18498,collinear_points,target
18499,coplanar_points,target
18500,non_collinear_lines,target
18501,non_collinear_patterns,target
18502,non_collinear_points,target
18503,non_collinear_shapes,target
18504,non_coplanar_points,target
18505,non_heterostructures,target
18506,non_perpendicular,target
18507,noncollinear_directions,target
18508,noncollinear_planes,target
18509,noncollinear_vectors,target
18510,not_in_same_straight_line,target
18511,ortho_line,target
18512,orthogonal_principal_axes,target
18513,coincident,target
18514,coplanar_lines,target
18515,generally_coincident,target
18516,lines_on_a_notebook,target
18517,modes,target
18518,non_coplanar,target
18519,non_increasing_sequence,target
18520,non_negative,target
18521,non_real_numbers,target
18522,noncollinear_points,target
18523,perpendicular_modes,target
18524,perpendicular_polarization_directions,target
18525,poynting_vectors,target
18526,radially_non_collinear,target
18527,substantially_coincident,target
18528,base_excess_blood_gas,target
18529,base_support,target
18530,base_system,target
18531,cavitation_mixer,target
18532,cross_linking_pva_layers,target
18533,driving_piston,target
18534,hinge_sections,target
18535,military_base,target
18536,normal_base,target
18537,normal_base_panel,target
18538,normal_bed,target
18539,normal_blood_pressure,target
18540,normal_bottom,target
18541,normal_calcium_level,target
18542,normal_distribution,target
18543,normal_lowest_part,target
18544,normal_sewing_machine,target
18545,normal_support,target
18546,origin,target
18547,stamping_tool,target
18548,base_ball,target
18549,base_paint,target
18550,based_computer,target
18551,bulk_diode,target
18552,circuit_unit,target
18553,external_notch,target
18554,fet_unit,target
18555,groove_wall,target
18556,notch,target
18557,notch_bottom,target
18558,notch_collector,target
18559,notch_emitter,target
18560,notch_floor,target
18561,notch_surface,target
18562,notch_transistor,target
18563,pcb,target
18564,product_base,target
18565,slot_notch,target
18566,surface_cleaner,target
18567,wall_paint,target
18568,wall_primer,target
18569,atomizer,target
18570,centerbody,target
18571,cough_syrup,target
18572,cylindrical_nozzle_integrally,target
18573,cylindrical_receptacle,target
18574,cylindrical_receptacle_integrally,target
18575,disk,target
18576,disk_receptacle,target
18577,dropper_receptacle,target
18578,duct_receptacle,target
18579,flower_stalk,target
18580,fueling_nozzles,target
18581,internasal_suture,target
18582,nozzle_integrally,target
18583,nozzle_opening,target
18584,nozzle_receptacle_integrally,target
18585,orifice_receptacle,target
18586,outlet_receptacle,target
18587,plug_nozzle,target
18588,receptacle_flower,target
18589,receptacle_function,target
18590,refueling_nozzles,target
18591,retention_body,target
18592,suction_nozzle_receptacle,target
18593,working_fluid,target
18594,bakelite_body_receptacle,target
18595,disk_shaped_recording_medium,target
18596,eye_receptacle,target
18597,injection_molding_machine,target
18598,mold,target
18599,mold_device,target
18600,molding_device,target
18601,nozzle_assembly,target
18602,nozzle_heater,target
18603,nozzle_holder,target
18604,nozzle_outlet,target
18605,nozzle_plug,target
18606,nozzle_receptacle,target
18607,nozzle_vessel,target
18608,plate_member,target
18609,port_means,target
18610,receptacle_box,target
18611,receptacle_in_plants,target
18612,receptacle_thalamus,target
18613,sealing_plugs,target
18614,semiconductor_assembly,target
18615,semiconductor_embodiment,target
18616,synthetic_linear_polyamides,target
18617,memories,target
18618,memory_array,target
18619,memory_controller,target
18620,nonvolatile_array,target
18621,nonvolatile_arrays,target
18622,nonvolatile_memory_array,target
18623,nonvolatile_memory_arrays,target
18624,nv_array,target
18625,nv_arrays,target
18626,nv_controller,target
18627,nv_device,target
18628,nv_memory,target
18629,nv_memory_array,target
18630,nv_memory_arrays,target
18631,nv_memory_device,target
18632,array_filter,target
18633,array_value,target
18634,cm_circuit,target
18635,cm_circuit_device,target
18636,cm_memory_circuit,target
18637,cm_memory_device,target
18638,data_storing_capacity,target
18639,drive_array,target
18640,fet,target
18641,fets,target
18642,logic_fets,target
18643,matrix_array,target
18644,memorial_day,target
18645,memory_array_circuit,target
18646,memory_circuit_device,target
18647,memory_fets,target
18648,mobile_site,target
18649,next_version,target
18650,node_version_manager,target
18651,non_volatile_storage,target
18652,ram,target
18653,substrate_semiconductor_layer,target
18654,trench,target
18655,trenches,target
18656,array_device,target
18657,array_row,target
18658,conventional_manufacturing,target
18659,conventional_memory_array,target
18660,electronics_circuit,target
18661,flash_eprom_array,target
18662,memory_operating,target
18663,memory_unit,target
18664,memory_working,target
18665,microprocessor,target
18666,non_volatile_memory_array,target
18667,nonvolatile,target
18668,optical_memory,target
18669,scratch_memory,target
18670,scratch_memory_operating,target
18671,scratch_memory_working,target
18672,scratch_processor,target
18673,scratch_working,target
18674,storage_array,target
18675,unit_value,target
18676,air_nozzle,target
18677,air_tube,target
18678,biology_course,target
18679,chemistry_course,target
18680,course_for_kids,target
18681,courses_online,target
18682,digital_courses,target
18683,hurdle_units,target
18684,indoor_obstacle_course,target
18685,math_course,target
18686,military_training_course,target
18687,mobile_obstacle_course_system,target
18688,obstacle_design,target
18689,obstacle_path,target
18690,obstacle_track,target
18691,obstacle_training,target
18692,open_aperture,target
18693,open_opening,target
18694,orifice_nozzle,target
18695,physical_obstacles,target
18696,plank_platform,target
18697,rope_bridge,target
18698,shapes,target
18699,social_obstacles,target
18700,training_area,target
18701,wooden_platform,target
18702,autonomous_environment,target
18703,autonomous_reality,target
18704,autonomous_reality_environment,target
18705,autonomous_space,target
18706,course,target
18707,environment_space,target
18708,obstacle,target
18709,obstacle_moving_position,target
18710,obstacle_moving_trajectory,target
18711,obstacle_position,target
18712,obstacle_position_trajectory,target
18713,obstacle_trajectory,target
18714,vehicle_course,target
18715,obstacle_structure,target
18716,obstacle_structures,target
18717,obstacles,target
18718,barrier_gate,target
18719,barrier_interactive_course,target
18720,event_set,target
18721,learning,target
18722,obstacle_set,target
18723,overall,target
18724,overall_set,target
18725,physical_course,target
18726,physical_training,target
18727,racing,target
18728,simulated_course,target
18729,skills_developer,target
18730,sports,target
18731,tic_tac_toe_game,target
18732,trainer_job,target
18733,virtual_course,target
18734,virtual_trainer,target
18735,virtual_training,target
18736,wrestling_match,target
18737,acquire_from_portions,target
18738,attrition,target
18739,collect_from_fractions,target
18740,collision,target
18741,extract_from_fractions,target
18742,food_extract,target
18743,friction,target
18744,generate_from_fractions,target
18745,generate_keyword,target
18746,obtain_fractions,target
18747,precipitate,target
18748,prepare_from_fractions,target
18749,reactants,target
18750,recover_from_fractions,target
18751,remove_from_fractions,target
18752,retrieve_from_fractions,target
18753,separate_from_fractions,target
18754,base_address_table,target
18755,bias_current_table,target
18756,booklet_containing_measurements,target
18757,coffee_table,target
18758,computer_program,target
18759,counter_block,target
18760,current_offset_matrix,target
18761,global_offset_table,target
18762,index,target
18763,libraries,target
18764,offset_cancellation_voltage,target
18765,offset_table_address,target
18766,offset_value,target
18767,periodic_table,target
18768,prefix,target
18769,prefix_count,target
18770,prefix_table,target
18771,program_arrangement,target
18772,register_data,target
18773,table_fan,target
18774,table_glass,target
18775,table_of_addresses,target
18776,table_value,target
18777,voltage_offset_table,target
18778,billiard_table,target
18779,color_conversion_table,target
18780,correction_memory,target
18781,correction_storage_section,target
18782,correction_storage_unit,target
18783,correction_storing_section,target
18784,correction_storing_unit,target
18785,correction_table,target
18786,database,target
18787,exemplary_offset,target
18788,exemplary_offset_table,target
18789,exemplary_table,target
18790,gain_image,target
18791,gain_matrix,target
18792,gain_table,target
18793,game_table,target
18794,lut,target
18795,offset,target
18796,offset_correction_table,target
18797,offset_image,target
18798,offset_map,target
18799,offset_matrix,target
18800,offset_memory,target
18801,offset_storage_section,target
18802,offset_storage_unit,target
18803,offset_storing_section,target
18804,offset_storing_unit,target
18805,offsets_matrix,target
18806,offsets_table,target
18807,palette_table,target
18808,program_specific_information_tables,target
18809,table_of_offsets,target
18810,tea_table,target
18811,time_offset_table,target
18812,blood_storage_tank,target
18813,boats,target
18814,boats_vessels,target
18815,cargo_tankers,target
18816,crude_oil_tankers,target
18817,hair_oil,target
18818,hair_oil_composition,target
18819,induction_system,target
18820,lubricant_tankers,target
18821,marine_vessels,target
18822,navy_boats,target
18823,navy_ships,target
18824,oil_carriers,target
18825,oil_pores,target
18826,oil_reservoir,target
18827,oil_tanker_ship,target
18828,oil_tankers,target
18829,oil_wax,target
18830,pontoons,target
18831,sewage_tank,target
18832,shift_assist_system,target
18833,ships,target
18834,submarine_hull,target
18835,tanker_system,target
18836,tankers,target
18837,tankers_vessels,target
18838,vessel_boats,target
18839,vessel_ships,target
18840,water_jet_propulsor,target
18841,earlier,target
18842,cargo_vessel,target
18843,crude_oil_tanker,target
18844,earlier_message,target
18845,fluid_tankers,target
18846,liquid_tanker,target
18847,oil_manufacturer,target
18848,oil_pastel_colour,target
18849,oil_storage,target
18850,petroleum_tanker,target
18851,retractable_carriage,target
18852,sand_storage,target
18853,storage_classes,target
18854,tank_truck,target
18855,tanker_cartoon,target
18856,transport_ship,target
18857,wind_powered_sails,target
18858,alkene_formation,target
18859,alkene_production,target
18860,chemical_additive,target
18861,chemical_reactions,target
18862,detergents,target
18863,market_pricing,target
18864,ocular_injury,target
18865,ocular_nerve,target
18866,olefin,target
18867,olefin_formation,target
